path,label
data/Images/agricultural/agricultural00.tif,agricultural
data/Images/agricultural/agricultural01.tif,agricultural
data/Images/agricultural/agricultural02.tif,agricultural
data/Images/agricultural/agricultural03.tif,agricultural
data/Images/agricultural/agricultural04.tif,agricultural
data/Images/agricultural/agricultural05.tif,agricultural
data/Images/agricultural/agricultural06.tif,agricultural
data/Images/agricultural/agricultural07.tif,agricultural
data/Images/agricultural/agricultural08.tif,agricultural
data/Images/agricultural/agricultural09.tif,agricultural
data/Images/agricultural/agricultural10.tif,agricultural
data/Images/agricultural/agricultural11.tif,agricultural
data/Images/agricultural/agricultural12.tif,agricultural
data/Images/agricultural/agricultural13.tif,agricultural
data/Images/agricultural/agricultural14.tif,agricultural
data/Images/agricultural/agricultural15.tif,agricultural
data/Images/agricultural/agricultural16.tif,agricultural
data/Images/agricultural/agricultural17.tif,agricultural
data/Images/agricultural/agricultural18.tif,agricultural
data/Images/agricultural/agricultural19.tif,agricultural
data/Images/agricultural/agricultural20.tif,agricultural
data/Images/agricultural/agricultural21.tif,agricultural
data/Images/agricultural/agricultural22.tif,agricultural
data/Images/agricultural/agricultural23.tif,agricultural
data/Images/agricultural/agricultural24.tif,agricultural
data/Images/agricultural/agricultural25.tif,agricultural
data/Images/agricultural/agricultural26.tif,agricultural
data/Images/agricultural/agricultural27.tif,agricultural
data/Images/agricultural/agricultural28.tif,agricultural
data/Images/agricultural/agricultural29.tif,agricultural
data/Images/agricultural/agricultural30.tif,agricultural
data/Images/agricultural/agricultural31.tif,agricultural
data/Images/agricultural/agricultural32.tif,agricultural
data/Images/agricultural/agricultural33.tif,agricultural
data/Images/agricultural/agricultural34.tif,agricultural
data/Images/agricultural/agricultural35.tif,agricultural
data/Images/agricultural/agricultural36.tif,agricultural
data/Images/agricultural/agricultural37.tif,agricultural
data/Images/agricultural/agricultural38.tif,agricultural
data/Images/agricultural/agricultural39.tif,agricultural
data/Images/agricultural/agricultural40.tif,agricultural
data/Images/agricultural/agricultural41.tif,agricultural
data/Images/agricultural/agricultural42.tif,agricultural
data/Images/agricultural/agricultural43.tif,agricultural
data/Images/agricultural/agricultural44.tif,agricultural
data/Images/agricultural/agricultural45.tif,agricultural
data/Images/agricultural/agricultural46.tif,agricultural
data/Images/agricultural/agricultural47.tif,agricultural
data/Images/agricultural/agricultural48.tif,agricultural
data/Images/agricultural/agricultural49.tif,agricultural
data/Images/agricultural/agricultural50.tif,agricultural
data/Images/agricultural/agricultural51.tif,agricultural
data/Images/agricultural/agricultural52.tif,agricultural
data/Images/agricultural/agricultural53.tif,agricultural
data/Images/agricultural/agricultural54.tif,agricultural
data/Images/agricultural/agricultural55.tif,agricultural
data/Images/agricultural/agricultural56.tif,agricultural
data/Images/agricultural/agricultural57.tif,agricultural
data/Images/agricultural/agricultural58.tif,agricultural
data/Images/agricultural/agricultural59.tif,agricultural
data/Images/agricultural/agricultural60.tif,agricultural
data/Images/agricultural/agricultural61.tif,agricultural
data/Images/agricultural/agricultural62.tif,agricultural
data/Images/agricultural/agricultural63.tif,agricultural
data/Images/agricultural/agricultural64.tif,agricultural
data/Images/agricultural/agricultural65.tif,agricultural
data/Images/agricultural/agricultural66.tif,agricultural
data/Images/agricultural/agricultural67.tif,agricultural
data/Images/agricultural/agricultural68.tif,agricultural
data/Images/agricultural/agricultural69.tif,agricultural
data/Images/agricultural/agricultural70.tif,agricultural
data/Images/agricultural/agricultural71.tif,agricultural
data/Images/agricultural/agricultural72.tif,agricultural
data/Images/agricultural/agricultural73.tif,agricultural
data/Images/agricultural/agricultural74.tif,agricultural
data/Images/agricultural/agricultural75.tif,agricultural
data/Images/agricultural/agricultural76.tif,agricultural
data/Images/agricultural/agricultural77.tif,agricultural
data/Images/agricultural/agricultural78.tif,agricultural
data/Images/agricultural/agricultural79.tif,agricultural
data/Images/agricultural/agricultural80.tif,agricultural
data/Images/agricultural/agricultural81.tif,agricultural
data/Images/agricultural/agricultural82.tif,agricultural
data/Images/agricultural/agricultural83.tif,agricultural
data/Images/agricultural/agricultural84.tif,agricultural
data/Images/agricultural/agricultural85.tif,agricultural
data/Images/agricultural/agricultural86.tif,agricultural
data/Images/agricultural/agricultural87.tif,agricultural
data/Images/agricultural/agricultural88.tif,agricultural
data/Images/agricultural/agricultural89.tif,agricultural
data/Images/agricultural/agricultural90.tif,agricultural
data/Images/agricultural/agricultural91.tif,agricultural
data/Images/agricultural/agricultural92.tif,agricultural
data/Images/agricultural/agricultural93.tif,agricultural
data/Images/agricultural/agricultural94.tif,agricultural
data/Images/agricultural/agricultural95.tif,agricultural
data/Images/agricultural/agricultural96.tif,agricultural
data/Images/agricultural/agricultural97.tif,agricultural
data/Images/agricultural/agricultural98.tif,agricultural
data/Images/agricultural/agricultural99.tif,agricultural
data/Images/airplane/airplane00.tif,airplane
data/Images/airplane/airplane01.tif,airplane
data/Images/airplane/airplane02.tif,airplane
data/Images/airplane/airplane03.tif,airplane
data/Images/airplane/airplane04.tif,airplane
data/Images/airplane/airplane05.tif,airplane
data/Images/airplane/airplane06.tif,airplane
data/Images/airplane/airplane07.tif,airplane
data/Images/airplane/airplane08.tif,airplane
data/Images/airplane/airplane09.tif,airplane
data/Images/airplane/airplane10.tif,airplane
data/Images/airplane/airplane11.tif,airplane
data/Images/airplane/airplane12.tif,airplane
data/Images/airplane/airplane13.tif,airplane
data/Images/airplane/airplane14.tif,airplane
data/Images/airplane/airplane15.tif,airplane
data/Images/airplane/airplane16.tif,airplane
data/Images/airplane/airplane17.tif,airplane
data/Images/airplane/airplane18.tif,airplane
data/Images/airplane/airplane19.tif,airplane
data/Images/airplane/airplane20.tif,airplane
data/Images/airplane/airplane21.tif,airplane
data/Images/airplane/airplane22.tif,airplane
data/Images/airplane/airplane23.tif,airplane
data/Images/airplane/airplane24.tif,airplane
data/Images/airplane/airplane25.tif,airplane
data/Images/airplane/airplane26.tif,airplane
data/Images/airplane/airplane27.tif,airplane
data/Images/airplane/airplane28.tif,airplane
data/Images/airplane/airplane29.tif,airplane
data/Images/airplane/airplane30.tif,airplane
data/Images/airplane/airplane31.tif,airplane
data/Images/airplane/airplane32.tif,airplane
data/Images/airplane/airplane33.tif,airplane
data/Images/airplane/airplane34.tif,airplane
data/Images/airplane/airplane35.tif,airplane
data/Images/airplane/airplane36.tif,airplane
data/Images/airplane/airplane37.tif,airplane
data/Images/airplane/airplane38.tif,airplane
data/Images/airplane/airplane39.tif,airplane
data/Images/airplane/airplane40.tif,airplane
data/Images/airplane/airplane41.tif,airplane
data/Images/airplane/airplane42.tif,airplane
data/Images/airplane/airplane43.tif,airplane
data/Images/airplane/airplane44.tif,airplane
data/Images/airplane/airplane45.tif,airplane
data/Images/airplane/airplane46.tif,airplane
data/Images/airplane/airplane47.tif,airplane
data/Images/airplane/airplane48.tif,airplane
data/Images/airplane/airplane49.tif,airplane
data/Images/airplane/airplane50.tif,airplane
data/Images/airplane/airplane51.tif,airplane
data/Images/airplane/airplane52.tif,airplane
data/Images/airplane/airplane53.tif,airplane
data/Images/airplane/airplane54.tif,airplane
data/Images/airplane/airplane55.tif,airplane
data/Images/airplane/airplane56.tif,airplane
data/Images/airplane/airplane57.tif,airplane
data/Images/airplane/airplane58.tif,airplane
data/Images/airplane/airplane59.tif,airplane
data/Images/airplane/airplane60.tif,airplane
data/Images/airplane/airplane61.tif,airplane
data/Images/airplane/airplane62.tif,airplane
data/Images/airplane/airplane63.tif,airplane
data/Images/airplane/airplane64.tif,airplane
data/Images/airplane/airplane65.tif,airplane
data/Images/airplane/airplane66.tif,airplane
data/Images/airplane/airplane67.tif,airplane
data/Images/airplane/airplane68.tif,airplane
data/Images/airplane/airplane69.tif,airplane
data/Images/airplane/airplane70.tif,airplane
data/Images/airplane/airplane71.tif,airplane
data/Images/airplane/airplane72.tif,airplane
data/Images/airplane/airplane73.tif,airplane
data/Images/airplane/airplane74.tif,airplane
data/Images/airplane/airplane75.tif,airplane
data/Images/airplane/airplane76.tif,airplane
data/Images/airplane/airplane77.tif,airplane
data/Images/airplane/airplane78.tif,airplane
data/Images/airplane/airplane79.tif,airplane
data/Images/airplane/airplane80.tif,airplane
data/Images/airplane/airplane81.tif,airplane
data/Images/airplane/airplane82.tif,airplane
data/Images/airplane/airplane83.tif,airplane
data/Images/airplane/airplane84.tif,airplane
data/Images/airplane/airplane85.tif,airplane
data/Images/airplane/airplane86.tif,airplane
data/Images/airplane/airplane87.tif,airplane
data/Images/airplane/airplane88.tif,airplane
data/Images/airplane/airplane89.tif,airplane
data/Images/airplane/airplane90.tif,airplane
data/Images/airplane/airplane91.tif,airplane
data/Images/airplane/airplane92.tif,airplane
data/Images/airplane/airplane93.tif,airplane
data/Images/airplane/airplane94.tif,airplane
data/Images/airplane/airplane95.tif,airplane
data/Images/airplane/airplane96.tif,airplane
data/Images/airplane/airplane97.tif,airplane
data/Images/airplane/airplane98.tif,airplane
data/Images/airplane/airplane99.tif,airplane
data/Images/baseballdiamond/baseballdiamond00.tif,baseballdiamond
data/Images/baseballdiamond/baseballdiamond01.tif,baseballdiamond
