path,label,width,height,brightness,contrast,entropy,blur_var,is_grayscale,flag_blurry,flag_dark,flag_bright,flag_grayscale,flag_any,stat_outlier
data/Images/agricultural/agricultural00.tif,agricultural,256,256,115.99688720703125,22.411912994438595,6.432483196258545,2113.0567996592727,False,False,False,False,False,False,False
data/Images/agricultural/agricultural01.tif,agricultural,256,256,119.33692932128906,19.053077550750604,6.265546798706055,2132.6699075733777,False,False,False,False,False,False,False
data/Images/agricultural/agricultural02.tif,agricultural,256,256,117.02210998535156,20.78018491845603,6.393336296081543,2223.6355655284133,False,False,False,False,False,False,False
data/Images/agricultural/agricultural03.tif,agricultural,256,256,116.11445617675781,18.174791213322365,6.199814796447754,2303.495143890381,False,False,False,False,False,False,False
data/Images/agricultural/agricultural04.tif,agricultural,256,256,128.42796325683594,34.85062115076793,6.879957675933838,651.596796146594,False,False,False,False,False,False,False
data/Images/agricultural/agricultural05.tif,agricultural,256,256,115.26577758789062,31.626893887343332,6.987709045410156,7154.016318321228,False,False,False,False,False,False,False
data/Images/agricultural/agricultural06.tif,agricultural,256,256,104.39317321777344,28.480231166313345,6.832150459289551,6518.223094429821,False,False,False,False,False,False,False
data/Images/agricultural/agricultural07.tif,agricultural,256,256,120.1627197265625,30.28244441538787,6.835083961486816,6166.541804624489,False,False,False,False,False,False,False
data/Images/agricultural/agricultural08.tif,agricultural,256,256,111.5224609375,34.378986571367335,6.99407958984375,5206.875917486614,False,False,False,False,False,False,False
data/Images/agricultural/agricultural09.tif,agricultural,256,256,111.84396362304688,39.70918037331609,7.221086502075195,6808.682164948201,False,False,False,False,False,False,False
data/Images/agricultural/agricultural10.tif,agricultural,256,256,175.2985382080078,26.40553984459053,6.604349136352539,256.27732598944567,False,False,False,False,False,False,False
data/Images/agricultural/agricultural11.tif,agricultural,256,256,102.26229858398438,11.407500123689696,5.538367748260498,687.2625841309782,False,False,False,False,False,False,False
data/Images/agricultural/agricultural12.tif,agricultural,256,256,180.4593048095703,24.867515616063212,6.536337375640869,238.50018780655228,False,False,False,False,False,False,False
data/Images/agricultural/agricultural13.tif,agricultural,256,256,114.76762390136719,24.14709540625425,6.4552154541015625,3604.431313538691,False,False,False,False,False,False,False
data/Images/agricultural/agricultural14.tif,agricultural,256,256,112.73095703125,33.33257262593735,6.908400058746338,4417.281466023764,False,False,False,False,False,False,False
data/Images/agricultural/agricultural15.tif,agricultural,256,256,133.5185546875,38.03958024859366,7.1668291091918945,11075.822870140662,False,False,False,False,False,False,True
data/Images/agricultural/agricultural16.tif,agricultural,256,256,140.41561889648438,23.19246235847525,6.4744062423706055,437.3797211907804,False,False,False,False,False,False,False
data/Images/agricultural/agricultural17.tif,agricultural,256,256,147.48007202148438,18.97274189217052,6.2568135261535645,483.623318917118,False,False,False,False,False,False,False
data/Images/agricultural/agricultural18.tif,agricultural,256,256,120.01824951171875,25.402823444018548,6.607095718383789,3474.1505554765463,False,False,False,False,False,False,False
data/Images/agricultural/agricultural19.tif,agricultural,256,256,161.34230041503906,23.14634327518665,6.5034685134887695,164.63932368066162,False,False,False,False,False,False,False
data/Images/agricultural/agricultural20.tif,agricultural,256,256,117.17744445800781,26.549359542219047,6.7337141036987305,3978.527772154659,False,False,False,False,False,False,False
data/Images/agricultural/agricultural21.tif,agricultural,256,256,108.94137573242188,36.44122908142345,7.0588483810424805,2265.357495978242,False,False,False,False,False,False,False
data/Images/agricultural/agricultural22.tif,agricultural,256,256,113.99490356445312,44.79687096325602,7.232899188995361,2913.653703197837,False,False,False,False,False,False,False
data/Images/agricultural/agricultural23.tif,agricultural,256,256,111.64076232910156,41.39085825870837,7.232022285461426,3143.378506753361,False,False,False,False,False,False,False
data/Images/agricultural/agricultural24.tif,agricultural,256,256,136.17294311523438,26.775426987017333,6.60114860534668,3850.9363172790036,False,False,False,False,False,False,False
data/Images/agricultural/agricultural25.tif,agricultural,256,256,144.86436462402344,30.35877220343499,6.829662799835205,4501.621141745709,False,False,False,False,False,False,False
data/Images/agricultural/agricultural26.tif,agricultural,256,256,162.7135467529297,22.57165558441433,6.2843337059021,139.53741073515266,False,False,False,False,False,False,False
data/Images/agricultural/agricultural27.tif,agricultural,256,256,85.48959350585938,20.765339488626875,6.38770055770874,3552.8446399027016,False,False,False,False,False,False,False
data/Images/agricultural/agricultural28.tif,agricultural,256,256,89.00946044921875,18.628775659452586,6.249344825744629,3416.6046415707096,False,False,False,False,False,False,False
data/Images/agricultural/agricultural29.tif,agricultural,256,256,89.23014831542969,23.108168518624133,6.551379680633545,4373.685301377438,False,False,False,False,False,False,False
data/Images/agricultural/agricultural30.tif,agricultural,256,256,142.2227783203125,18.39042978458621,6.20378303527832,328.0291048847139,False,False,False,False,False,False,False
data/Images/agricultural/agricultural31.tif,agricultural,256,256,134.7958984375,23.30793547751624,6.52656888961792,448.1422190880403,False,False,False,False,False,False,False
data/Images/agricultural/agricultural32.tif,agricultural,256,256,82.78861999511719,11.43321056060055,5.499224662780762,2027.2669286727905,False,False,False,False,False,False,False
data/Images/agricultural/agricultural33.tif,agricultural,256,256,87.93280029296875,10.566652501527946,5.404751777648926,1626.5394612811506,False,False,False,False,False,False,False
data/Images/agricultural/agricultural34.tif,agricultural,256,256,99.80564880371094,23.56788975885926,6.4805803298950195,4649.023232025793,False,False,False,False,False,False,False
data/Images/agricultural/agricultural35.tif,agricultural,256,256,104.21977233886719,16.53871634902664,6.087347507476807,2466.268038507318,False,False,False,False,False,False,False
data/Images/agricultural/agricultural36.tif,agricultural,256,256,106.36239624023438,18.527541445424944,6.115734100341797,2971.7931813588366,False,False,False,False,False,False,False
data/Images/agricultural/agricultural37.tif,agricultural,256,256,109.44677734375,12.26314562382137,5.407962322235107,221.94184946175665,False,False,False,False,False,False,False
data/Images/agricultural/agricultural38.tif,agricultural,256,256,107.1302490234375,9.930099472005546,5.216215133666992,187.68296389630996,False,False,False,False,False,False,False
data/Images/agricultural/agricultural39.tif,agricultural,256,256,148.96902465820312,10.770731338461188,5.44618558883667,298.04633829160593,False,False,False,False,False,False,False
data/Images/agricultural/agricultural40.tif,agricultural,256,256,143.5427703857422,7.597251670832212,4.911787509918213,88.21099719032645,False,False,False,False,False,False,False
data/Images/agricultural/agricultural41.tif,agricultural,256,256,143.47206115722656,10.147959991035549,5.320835590362549,197.27640130743384,False,False,False,False,False,False,False
data/Images/agricultural/agricultural42.tif,agricultural,256,256,166.20223999023438,19.641221459768293,6.317616939544678,295.4789412894752,False,False,False,False,False,False,False
data/Images/agricultural/agricultural43.tif,agricultural,256,256,146.51409912109375,12.841724822998978,5.674642562866211,303.88626009132713,False,False,False,False,False,False,False
data/Images/agricultural/agricultural44.tif,agricultural,256,256,152.14889526367188,14.23154851963982,5.831601142883301,143.87663969374262,False,False,False,False,False,False,False
data/Images/agricultural/agricultural45.tif,agricultural,256,256,156.8238983154297,11.358683601225373,5.519124984741211,123.41217738296837,False,False,False,False,False,False,False
data/Images/agricultural/agricultural46.tif,agricultural,256,256,136.0985870361328,13.954570647241198,5.732193470001221,149.18546927138232,False,False,False,False,False,False,False
data/Images/agricultural/agricultural47.tif,agricultural,256,256,161.79380798339844,9.494891531711643,5.184555530548096,159.5804930543527,False,False,False,False,False,False,False
data/Images/agricultural/agricultural48.tif,agricultural,256,256,144.68614196777344,13.904812104237926,5.803830623626709,159.3181449060794,False,False,False,False,False,False,False
data/Images/agricultural/agricultural49.tif,agricultural,256,256,161.297607421875,14.802389676169835,5.890720367431641,100.67356435558759,False,False,False,False,False,False,False
data/Images/agricultural/agricultural50.tif,agricultural,256,256,145.23448181152344,12.552616140334576,5.671881675720215,132.93865802511573,False,False,False,False,False,False,False
data/Images/agricultural/agricultural51.tif,agricultural,256,256,144.4092559814453,9.70751645018016,5.2971391677856445,119.64176822430454,False,False,False,False,False,False,False
data/Images/agricultural/agricultural52.tif,agricultural,256,256,156.3420867919922,10.895302077686932,5.473649024963379,207.30590736493468,False,False,False,False,False,False,False
data/Images/agricultural/agricultural53.tif,agricultural,256,256,175.31834411621094,13.799529814908226,5.781583786010742,176.4799489378929,False,False,False,False,False,False,False
data/Images/agricultural/agricultural54.tif,agricultural,256,256,149.1502685546875,9.92618028768668,5.33804178237915,194.75808492209762,False,False,False,False,False,False,False
data/Images/agricultural/agricultural55.tif,agricultural,256,256,147.0698699951172,5.071668168648643,4.36694860458374,71.80924524902366,False,False,False,False,False,False,False
data/Images/agricultural/agricultural56.tif,agricultural,256,256,153.31277465820312,8.682920493271995,5.112184047698975,71.40728686749935,False,False,False,False,False,False,False
data/Images/agricultural/agricultural57.tif,agricultural,256,256,152.3302764892578,13.456129304288417,5.749373912811279,129.84077145694755,False,False,False,False,False,False,False
